test	permutation	random_gene_rate	observed_gene_rate
cold DEGs with >=1 cold candidate SNP in cis	1361	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1362	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1363	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1364	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1365	0.27037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1366	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1367	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1368	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1369	0.259259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1370	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1371	0.181481481481482	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1372	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1373	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1374	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1375	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1376	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1377	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1378	0.274074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1379	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1380	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1381	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1382	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1383	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1384	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1385	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1386	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1387	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1388	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1389	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1390	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1391	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1392	0.277777777777778	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1393	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1394	0.159259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1395	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1396	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1397	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1398	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1399	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1400	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1401	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1402	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1403	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1404	0.274074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1405	0.177777777777778	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1406	0.277777777777778	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1407	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1408	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1409	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1410	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1411	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1412	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1413	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1414	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1415	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1416	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1417	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1418	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1419	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1420	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1421	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1422	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1423	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1424	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1425	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1426	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1427	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1428	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1429	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1430	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1431	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1432	0.274074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1433	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1434	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1435	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1436	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1437	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1438	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1439	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1440	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1441	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1442	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1443	0.27037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1444	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1445	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1446	0.181481481481482	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1447	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1448	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1449	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1450	0.174074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1451	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1452	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1453	0.285185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1454	0.251851851851852	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1455	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1456	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1457	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1458	0.248148148148148	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1459	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1460	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1461	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1462	0.181481481481482	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1463	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1464	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1465	0.181481481481482	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1466	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1467	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1468	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1469	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1470	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1471	0.259259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1472	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1473	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1474	0.288888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1475	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1476	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1477	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1478	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1479	0.288888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1480	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1481	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1482	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1483	0.259259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1484	0.251851851851852	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1485	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1486	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1487	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1488	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1489	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1490	0.251851851851852	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1491	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1492	0.177777777777778	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1493	0.174074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1494	0.17037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1495	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1496	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1497	0.259259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1498	0.27037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1499	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1500	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1501	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1502	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1503	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1504	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1505	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1506	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1507	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1508	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1509	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1510	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1511	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1512	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1513	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1514	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1515	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1516	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1517	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1518	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1519	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1520	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1521	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1522	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1523	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1524	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1525	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1526	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1527	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1528	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1529	0.259259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1530	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1531	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1532	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1533	0.292592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1534	0.277777777777778	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1535	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1536	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1537	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1538	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1539	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1540	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1541	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1542	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1543	0.166666666666667	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1544	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1545	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1546	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1547	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1548	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1549	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1550	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1551	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1552	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1553	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1554	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1555	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1556	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1557	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1558	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1559	0.159259259259259	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1560	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1561	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1562	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1563	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1564	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1565	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1566	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1567	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1568	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1569	0.27037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1570	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1571	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1572	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1573	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1574	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1575	0.251851851851852	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1576	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1577	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1578	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1579	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1580	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1581	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1582	0.177777777777778	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1583	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1584	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1585	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1586	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1587	0.248148148148148	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1588	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1589	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1590	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1591	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1592	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1593	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1594	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1595	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1596	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1597	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1598	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1599	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1600	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1601	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1602	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1603	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1604	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1605	0.181481481481482	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1606	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1607	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1608	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1609	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1610	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1611	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1612	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1613	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1614	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1615	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1616	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1617	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1618	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1619	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1620	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1621	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1622	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1623	0.251851851851852	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1624	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1625	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1626	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1627	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1628	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1629	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1630	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1631	0.148148148148148	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1632	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1633	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1634	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1635	0.274074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1636	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1637	0.196296296296296	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1638	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1639	0.27037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1640	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1641	0.27037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1642	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1643	0.140740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1644	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1645	0.17037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1646	0.222222222222222	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1647	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1648	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1649	0.174074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1650	0.262962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1651	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1652	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1653	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1654	0.148148148148148	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1655	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1656	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1657	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1658	0.162962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1659	0.225925925925926	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1660	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1661	0.218518518518519	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1662	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1663	0.248148148148148	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1664	0.174074074074074	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1665	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1666	0.188888888888889	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1667	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1668	0.266666666666667	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1669	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1670	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1671	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1672	0.240740740740741	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1673	0.248148148148148	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1674	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1675	0.203703703703704	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1676	0.22962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1677	0.237037037037037	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1678	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1679	0.2	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1680	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1681	0.162962962962963	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1682	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1683	0.214814814814815	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1684	0.244444444444444	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1685	0.266666666666667	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1686	0.211111111111111	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1687	0.207407407407407	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1688	0.192592592592593	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1689	0.255555555555556	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1690	0.185185185185185	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1691	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1692	0.233333333333333	0.262962962962963
cold DEGs with >=1 cold candidate SNP in cis	1693	0.2	0.262962962962963
